Temperature,Energy,Magnetization,Correlation
41.414141414141426,-0.10526315789473684,0.017543859649122806,-0.017543859649122806
43.43434343434345,-0.17543859649122806,0.017543859649122806,-0.017543859649122806
45.45454545454547,0.10526315789473684,0.05263157894736842,-0.05263157894736842
47.47474747474749,-0.10526315789473684,0.08771929824561403,-0.08771929824561403
49.49494949494951,-0.07017543859649122,0.22807017543859648,0.22807017543859648
51.51515151515153,0.0,0.05263157894736842,-0.05263157894736842
53.53535353535355,-0.21052631578947367,0.15789473684210525,0.15789473684210525
55.55555555555557,-0.07017543859649122,0.05263157894736842,0.05263157894736842
57.57575757575759,-0.03508771929824561,0.017543859649122806,0.017543859649122806
59.59595959595961,-0.03508771929824561,0.017543859649122806,-0.017543859649122806
61.616161616161634,-0.14035087719298245,0.05263157894736842,-0.05263157894736842
63.636363636363654,-0.10526315789473684,0.2631578947368421,-0.2631578947368421
65.65656565656568,0.0,0.05263157894736842,-0.05263157894736842
67.6767676767677,-0.07017543859649122,0.08771929824561403,0.08771929824561403
69.69696969696972,0.14035087719298245,0.017543859649122806,-0.017543859649122806
71.71717171717174,0.07017543859649122,0.05263157894736842,-0.05263157894736842
73.73737373737376,-0.3508771929824561,0.05263157894736842,-0.05263157894736842
75.75757575757578,0.14035087719298245,0.017543859649122806,0.017543859649122806
77.7777777777778,-0.14035087719298245,0.19298245614035087,-0.19298245614035087
79.79797979797982,-0.10526315789473684,0.08771929824561403,0.08771929824561403
81.81818181818184,-0.10526315789473684,0.12280701754385964,0.12280701754385964
83.83838383838386,0.10526315789473684,0.15789473684210525,0.15789473684210525
85.85858585858588,0.21052631578947367,0.12280701754385964,-0.12280701754385964
87.8787878787879,-0.17543859649122806,0.05263157894736842,0.05263157894736842
89.89898989898992,-0.14035087719298245,0.2631578947368421,-0.2631578947368421
91.91919191919195,-0.07017543859649122,0.017543859649122806,0.017543859649122806
93.93939393939394,0.21052631578947367,0.08771929824561403,0.08771929824561403
95.95959595959596,-0.14035087719298245,0.15789473684210525,0.15789473684210525
97.97979797979798,0.07017543859649122,0.15789473684210525,-0.15789473684210525
100.0,0.07017543859649122,0.05263157894736842,0.05263157894736842
