Temperature,Energy,Magnetization,Correlation
-100.0,-0.14035087719298245,0.08771929824561403,-0.08771929824561403
-97.97979797979798,0.10526315789473684,0.05263157894736842,0.05263157894736842
-95.95959595959596,0.0,0.017543859649122806,0.017543859649122806
-93.93939393939394,-0.07017543859649122,0.08771929824561403,0.08771929824561403
-91.91919191919192,-0.10526315789473684,0.22807017543859648,0.22807017543859648
-89.8989898989899,0.0,0.05263157894736842,-0.05263157894736842
-87.87878787878788,-0.07017543859649122,0.017543859649122806,-0.017543859649122806
-85.85858585858585,0.10526315789473684,0.22807017543859648,-0.22807017543859648
-83.83838383838383,-0.10526315789473684,0.017543859649122806,-0.017543859649122806
-81.81818181818181,-0.14035087719298245,0.2631578947368421,0.2631578947368421
-79.79797979797979,0.17543859649122806,0.15789473684210525,0.15789473684210525
-77.77777777777777,-0.3157894736842105,0.08771929824561403,-0.08771929824561403
-75.75757575757575,0.10526315789473684,0.19298245614035087,-0.19298245614035087
-73.73737373737373,-0.10526315789473684,0.05263157894736842,-0.05263157894736842
-71.71717171717171,-0.2807017543859649,0.05263157894736842,0.05263157894736842
-69.69696969696969,0.10526315789473684,0.05263157894736842,0.05263157894736842
-67.67676767676767,-0.03508771929824561,0.15789473684210525,-0.15789473684210525
-65.65656565656565,0.07017543859649122,0.12280701754385964,0.12280701754385964
-63.63636363636363,-0.17543859649122806,0.12280701754385964,-0.12280701754385964
-61.61616161616161,-0.17543859649122806,0.15789473684210525,0.15789473684210525
-59.59595959595959,-0.07017543859649122,0.08771929824561403,-0.08771929824561403
-57.57575757575757,0.07017543859649122,0.017543859649122806,-0.017543859649122806
-55.55555555555555,-0.03508771929824561,0.19298245614035087,-0.19298245614035087
-53.53535353535353,0.07017543859649122,0.12280701754385964,0.12280701754385964
-51.515151515151516,0.07017543859649122,0.05263157894736842,0.05263157894736842
-49.494949494949495,0.14035087719298245,0.017543859649122806,-0.017543859649122806
-47.474747474747474,-0.24561403508771928,0.40350877192982454,0.40350877192982454
-45.45454545454545,-0.21052631578947367,0.19298245614035087,-0.19298245614035087
-43.43434343434343,-0.10526315789473684,0.05263157894736842,-0.05263157894736842
-41.41414141414141,-0.24561403508771928,0.017543859649122806,0.017543859649122806
-39.39393939393939,0.21052631578947367,0.017543859649122806,0.017543859649122806
-37.37373737373737,0.0,0.19298245614035087,-0.19298245614035087
-35.35353535353535,-0.3508771929824561,0.12280701754385964,0.12280701754385964
-33.33333333333333,0.0,0.05263157894736842,0.05263157894736842
-31.313131313131308,0.21052631578947367,0.05263157894736842,0.05263157894736842
-29.292929292929287,-0.21052631578947367,0.017543859649122806,0.017543859649122806
-27.272727272727266,0.0,0.05263157894736842,0.05263157894736842
-25.252525252525245,0.10526315789473684,0.017543859649122806,-0.017543859649122806
-23.232323232323225,0.03508771929824561,0.12280701754385964,0.12280701754385964
-21.212121212121204,0.14035087719298245,0.05263157894736842,-0.05263157894736842
-19.191919191919183,-0.10526315789473684,0.08771929824561403,0.08771929824561403
-17.171717171717162,0.03508771929824561,0.05263157894736842,0.05263157894736842
-15.151515151515142,0.07017543859649122,0.15789473684210525,0.15789473684210525
-13.13131313131312,0.17543859649122806,0.08771929824561403,-0.08771929824561403
-11.1111111111111,0.10526315789473684,0.05263157894736842,-0.05263157894736842
-9.09090909090908,-0.03508771929824561,0.017543859649122806,-0.017543859649122806
-7.0707070707070585,-0.10526315789473684,0.08771929824561403,-0.08771929824561403
-5.050505050505038,-0.07017543859649122,0.08771929824561403,0.08771929824561403
-3.030303030303031,0.10526315789473684,0.017543859649122806,0.017543859649122806
-1.0101010101010104,-0.10526315789473684,0.12280701754385964,0.12280701754385964
1.0101010101010104,-0.9824561403508771,0.8947368421052632,-0.8947368421052632
3.030303030303031,-0.45614035087719296,0.19298245614035087,0.19298245614035087
5.050505050505052,0.0,0.05263157894736842,-0.05263157894736842
7.070707070707073,0.0,0.08771929824561403,0.08771929824561403
9.090909090909093,-0.17543859649122806,0.15789473684210525,0.15789473684210525
11.111111111111114,-0.14035087719298245,0.19298245614035087,0.19298245614035087
13.131313131313135,0.10526315789473684,0.12280701754385964,0.12280701754385964
15.151515151515156,-0.3508771929824561,0.08771929824561403,0.08771929824561403
17.171717171717177,0.0,0.08771929824561403,-0.08771929824561403
19.191919191919197,0.10526315789473684,0.12280701754385964,0.12280701754385964
21.212121212121218,-0.21052631578947367,0.12280701754385964,-0.12280701754385964
23.23232323232324,-0.07017543859649122,0.017543859649122806,-0.017543859649122806
25.25252525252526,-0.03508771929824561,0.12280701754385964,-0.12280701754385964
27.27272727272728,0.10526315789473684,0.08771929824561403,0.08771929824561403
29.2929292929293,-0.10526315789473684,0.22807017543859648,0.22807017543859648
31.313131313131322,-0.07017543859649122,0.017543859649122806,0.017543859649122806
33.33333333333334,-0.03508771929824561,0.05263157894736842,0.05263157894736842
35.353535353535364,0.14035087719298245,0.017543859649122806,0.017543859649122806
37.373737373737384,0.03508771929824561,0.05263157894736842,-0.05263157894736842
39.393939393939405,-0.14035087719298245,0.05263157894736842,-0.05263157894736842
